id,is_observed,obs,dur,dist,is_train
11180,f,0,0,0,t
11181,f,0,0,0,t
11182,f,0,0,0,t
11183,f,0,0,0,t
11184,f,0,0,0,t
11185,f,0,0,0,t
11186,f,0,0,0,t
11187,f,0,0,0,t
11188,f,0,0,0,t
11189,f,0,0,0,t
11190,f,0,0,0,t
11191,f,0,0,0,t
11192,f,0,0,0,t
11193,f,0,0,0,t
10454,t,0.0,0.1,0.0,t
10455,t,0.0,0.0,0.0,t
10456,t,0.0,0.3,0.0,t
10457,f,0,0,0,t
10458,f,0,0,0,t
10459,t,0.0,0.1,0.0,t
10460,t,0.0,0.1,0.0,t
10461,f,0,0,0,t
10462,t,0.0,0.0,0.0,t
10463,f,0,0,0,t
10479,t,0.0,0.0,0.0,t
10480,t,0.0,0.1,0.0,t
10481,f,0,0,0,t
10482,f,0,0,0,t
10483,f,0,0,0,t
10484,t,0.1,0.1,0.0,t
10485,f,0,0,0,t
10486,f,0,0,0,t
10487,f,0,0,0,t
10488,f,0,0,0,t
10489,f,0,0,0,t
10490,f,0,0,0,t
10491,f,0,0,0,t
10492,f,0,0,0,t
10493,f,0,0,0,t
10994,f,0,0,0,t
10995,f,0,0,0,t
10996,f,0,0,0,t
10997,f,0,0,0,t
10998,f,0,0,0,t
10999,f,0,0,0,t
11000,f,0,0,0,t
11001,f,0,0,0,t
11002,f,0,0,0,t
11003,t,0.0,0.0,0.0,t
11004,f,0,0,0,t
11005,f,0,0,0,t
11006,f,0,0,0,t
11007,f,0,0,0,t
11008,f,0,0,0,t
11009,f,0,0,0,t
11010,f,0,0,0,t
11011,f,0,0,0,t
11012,f,0,0,0,t
11013,f,0,0,0,t
11014,t,0.0,0.0,0.0,t
11015,t,0.0,0.0,0.0,t
11016,f,0,0,0,t
11017,t,0.0,0.1,0.0,t
11018,f,0,0,0,t
11019,f,0,0,0,t
11020,f,0,0,0,t
11021,f,0,0,0,t
11022,f,0,0,0,t
11023,f,0,0,0,t
11024,f,0,0,0,t
11025,f,0,0,0,t
11026,f,0,0,0,t
11027,t,0.0,0.1,0.0,t
11028,f,0,0,0,t
11029,f,0,0,0,t
11030,f,0,0,0,t
11031,t,0.0,0.0,0.0,t
11032,f,0,0,0,t
11033,f,0,0,0,t
11034,f,0,0,0,t
11035,f,0,0,0,t
11036,f,0,0,0,t
11037,f,0,0,0,t
11038,f,0,0,0,t
11039,f,0,0,0,t
11040,f,0,0,0,t
11041,f,0,0,0,t
11042,f,0,0,0,t
11043,f,0,0,0,t
11044,f,0,0,0,t
11045,f,0,0,0,t
11046,f,0,0,0,t
11047,f,0,0,0,t
11048,t,0.0,0.0,0.0,t
11049,f,0,0,0,t
11050,f,0,0,0,t
11051,t,0.2,0.2,0.0,t
11052,t,0.0,0.1,0.0,t
11053,t,0.0,0.1,0.0,t
11054,f,0,0,0,t
11055,f,0,0,0,t
11056,f,0,0,0,t
11057,f,0,0,0,t
11058,f,0,0,0,t
11059,f,0,0,0,t
11060,f,0,0,0,t
11061,f,0,0,0,t
11062,f,0,0,0,t
11063,f,0,0,0,t
11064,t,0.0,0.0,0.0,t
11065,t,0.0,0.0,0.0,t
11066,t,0.0,0.0,0.0,t
11067,t,0.0,0.0,0.0,t
11068,f,0,0,0,t
11069,t,0.0,0.0,0.0,t
11070,t,0.0,0.1,0.0,t
11071,t,0.0,0.1,0.0,t
11072,t,0.0,0.1,0.0,t
11073,f,0,0,0,t
11074,f,0,0,0,t
11075,f,0,0,0,t
11076,f,0,0,0,t
11077,t,0.1,0.1,0.0,t
11078,f,0,0,0,t
11079,f,0,0,0,t
11080,f,0,0,0,t
11081,f,0,0,0,t
11082,f,0,0,0,t
11083,f,0,0,0,t
11084,f,0,0,0,t
11085,f,0,0,0,t
11086,f,0,0,0,t
11087,f,0,0,0,t
11088,f,0,0,0,t
11089,f,0,0,0,t
11090,f,0,0,0,t
11091,f,0,0,0,t
11092,f,0,0,0,t
11093,f,0,0,0,t
19663,f,0,0,0,t
19664,f,0,0,0,t
19665,f,0,0,0,t
19666,f,0,0,0,t
19667,f,0,0,0,t
19668,f,0,0,0,t
19669,f,0,0,0,t
19670,f,0,0,0,t
19671,f,0,0,0,t
19672,f,0,0,0,t
19688,f,0,0,0,t
19689,f,0,0,0,t
19690,f,0,0,0,t
19691,f,0,0,0,t
19692,f,0,0,0,t
19693,f,0,0,0,t
19694,f,0,0,0,t
19695,f,0,0,0,t
19696,f,0,0,0,t
19697,f,0,0,0,t
19698,f,0,0,0,t
19699,f,0,0,0,t
19700,f,0,0,0,t
19701,f,0,0,0,t
19702,f,0,0,0,t
19703,f,0,0,0,t
19704,f,0,0,0,t
19705,f,0,0,0,t
19706,f,0,0,0,t
19707,f,0,0,0,t
19708,f,0,0,0,t
19709,f,0,0,0,t
19710,f,0,0,0,t
19711,f,0,0,0,t
19712,f,0,0,0,t
19713,f,0,0,0,t
19714,f,0,0,0,t
19715,f,0,0,0,t
19716,f,0,0,0,t
19717,f,0,0,0,t
19718,f,0,0,0,t
19719,f,0,0,0,t
19720,f,0,0,0,t
19721,f,0,0,0,t
19722,f,0,0,0,t
19723,t,0.2,0.2,0.0,t
19724,f,0,0,0,t
19725,f,0,0,0,t
19726,f,0,0,0,t
19727,f,0,0,0,t
19728,f,0,0,0,t
19729,f,0,0,0,t
19730,f,0,0,0,t
19731,f,0,0,0,t
19732,f,0,0,0,t
19733,t,0.0,0.0,0.0,t
19734,t,0.0,0.1,0.0,t
19735,f,0,0,0,t
19736,f,0,0,0,t
19737,f,0,0,0,t
19738,f,0,0,0,t
19739,f,0,0,0,t
19740,f,0,0,0,t
19741,f,0,0,0,t
19742,f,0,0,0,t
19743,f,0,0,0,t
19744,f,0,0,0,t
19745,f,0,0,0,t
19746,f,0,0,0,t
19747,f,0,0,0,t
19748,f,0,0,0,t
19749,f,0,0,0,t
19750,f,0,0,0,t
19751,f,0,0,0,t
19752,f,0,0,0,t
19853,f,0,0,0,t
19854,f,0,0,0,t
19855,f,0,0,0,t
19856,f,0,0,0,t
19857,f,0,0,0,t
19858,f,0,0,0,t
19859,f,0,0,0,t
19860,f,0,0,0,t
19861,f,0,0,0,t
19862,t,0.1,0.1,0.0,t
19863,f,0,0,0,t
19864,f,0,0,0,t
19865,f,0,0,0,t
19866,f,0,0,0,t
19867,f,0,0,0,t
19868,f,0,0,0,t
19869,f,0,0,0,t
19870,f,0,0,0,t
19871,f,0,0,0,t
19872,f,0,0,0,t
19873,f,0,0,0,t
19874,f,0,0,0,t
19875,f,0,0,0,t
19876,f,0,0,0,t
19877,f,0,0,0,t
19878,f,0,0,0,t
19879,f,0,0,0,t
19880,f,0,0,0,t
19881,t,0.0,0.0,0.0,t
19882,f,0,0,0,t
19883,f,0,0,0,t
19884,f,0,0,0,t
19885,f,0,0,0,t
19886,f,0,0,0,t
19887,f,0,0,0,t
19888,f,0,0,0,t
19889,f,0,0,0,t
19890,f,0,0,0,t
19891,f,0,0,0,t
19892,f,0,0,0,t
19893,f,0,0,0,t
19894,f,0,0,0,t
19895,f,0,0,0,t
19896,f,0,0,0,t
19897,f,0,0,0,t
19898,f,0,0,0,t
19899,f,0,0,0,t
19900,f,0,0,0,t
19901,f,0,0,0,t
19902,f,0,0,0,t
19603,f,0,0,0,t
19604,f,0,0,0,t
19605,f,0,0,0,t
19606,f,0,0,0,t
19607,f,0,0,0,t
19608,t,0.0,0.0,0.0,t
19609,f,0,0,0,t
19610,f,0,0,0,t
19611,f,0,0,0,t
19612,f,0,0,0,t
19613,f,0,0,0,t
19614,f,0,0,0,t
19615,f,0,0,0,t
19616,f,0,0,0,t
19617,f,0,0,0,t
19618,f,0,0,0,t
19619,f,0,0,0,t
19620,f,0,0,0,t
19621,f,0,0,0,t
19622,f,0,0,0,t
19623,f,0,0,0,t
19624,f,0,0,0,t
19625,f,0,0,0,t
19626,f,0,0,0,t
19627,f,0,0,0,t
19628,f,0,0,0,t
19629,f,0,0,0,t
19630,f,0,0,0,t
19631,f,0,0,0,t
19632,f,0,0,0,t
19633,f,0,0,0,t
19634,f,0,0,0,t
19635,f,0,0,0,t
19636,f,0,0,0,t
19637,f,0,0,0,t
19638,f,0,0,0,t
19639,f,0,0,0,t
19640,f,0,0,0,t
19641,f,0,0,0,t
19642,f,0,0,0,t
19643,f,0,0,0,t
19644,f,0,0,0,t
19645,f,0,0,0,t
19646,f,0,0,0,t
19647,f,0,0,0,t
19648,t,0.0,0.0,0.0,t
19649,t,0.0,0.1,0.0,t
19650,t,0.0,0.1,0.0,t
19651,f,0,0,0,t
19652,f,0,0,0,t
20153,f,0,0,0,t
20154,f,0,0,0,t
20155,f,0,0,0,t
20156,f,0,0,0,t
20157,f,0,0,0,t
20158,f,0,0,0,t
20159,f,0,0,0,t
20160,f,0,0,0,t
20161,f,0,0,0,t
20162,f,0,0,0,t
20163,f,0,0,0,t
20164,f,0,0,0,t
20165,f,0,0,0,t
20166,f,0,0,0,t
20167,f,0,0,0,t
20168,f,0,0,0,t
20169,f,0,0,0,t
20170,f,0,0,0,t
20171,f,0,0,0,t
20172,f,0,0,0,t
20173,f,0,0,0,t
20174,f,0,0,0,t
20175,f,0,0,0,t
20176,f,0,0,0,t
20177,f,0,0,0,t
20178,f,0,0,0,t
20179,f,0,0,0,t
20180,f,0,0,0,t
20181,f,0,0,0,t
20182,t,0.0,0.3,0.0,t
20183,f,0,0,0,t
20184,f,0,0,0,t
20185,f,0,0,0,t
20186,f,0,0,0,t
20187,f,0,0,0,t
20188,f,0,0,0,t
20189,f,0,0,0,t
20190,t,0.0,0.0,0.0,t
20191,f,0,0,0,t
20192,f,0,0,0,t
20193,f,0,0,0,t
20194,f,0,0,0,t
20195,t,0.0,0.0,0.0,t
20196,f,0,0,0,t
20197,f,0,0,0,t
20198,f,0,0,0,t
20199,f,0,0,0,t
20200,f,0,0,0,t
20201,f,0,0,0,t
20202,f,0,0,0,t
20203,f,0,0,0,t
20204,f,0,0,0,t
20205,f,0,0,0,t
20206,t,0.0,0.4,0.1,t
20207,t,0.0,0.1,0.0,t
20208,f,0,0,0,t
20209,f,0,0,0,t
20210,t,0.0,0.1,0.0,t
20211,t,0.0,0.0,0.0,t
20212,t,0.0,0.1,0.0,t
20213,t,0.0,0.0,0.0,t
20214,t,0.0,0.0,0.0,t
20215,f,0,0,0,t
20216,f,0,0,0,t
20217,t,0.0,0.1,0.0,t
20218,t,0.0,0.0,0.0,t
20219,f,0,0,0,t
20220,f,0,0,0,t
20221,f,0,0,0,t
20222,t,0.0,0.0,0.0,t
20223,f,0,0,0,t
20224,t,0.1,0.1,0.0,t
20225,t,0.0,0.0,0.0,t
20226,f,0,0,0,t
20227,t,0.0,0.1,0.0,t
20228,t,0.0,0.1,0.0,t
20229,t,0.0,0.1,0.0,t
20230,f,0,0,0,t
20231,t,0.0,0.1,0.0,t
20232,t,0.1,0.1,0.0,t
20233,f,0,0,0,t
20234,f,0,0,0,t
20235,f,0,0,0,t
20236,t,0.0,0.1,0.0,t
20237,t,0.0,0.0,0.0,t
20238,t,0.0,0.1,0.0,t
20239,t,0.0,0.1,0.0,t
20240,f,0,0,0,t
20241,f,0,0,0,t
20242,f,0,0,0,t
20243,f,0,0,0,t
20244,t,0.0,0.0,0.0,t
20245,f,0,0,0,t
20246,f,0,0,0,t
20247,t,0.0,0.1,0.0,t
20248,f,0,0,0,t
20249,f,0,0,0,t
20250,f,0,0,0,t
20251,f,0,0,0,t
20252,t,0.0,0.0,0.0,t
20258,t,0.0,0.0,0.0,t
20259,f,0,0,0,t
19313,f,0,0,0,t
19314,f,0,0,0,t
19315,f,0,0,0,t
19316,f,0,0,0,t
19317,f,0,0,0,t
19318,f,0,0,0,t
19319,f,0,0,0,t
19320,f,0,0,0,t
19321,f,0,0,0,t
19322,f,0,0,0,t
19338,f,0,0,0,t
19339,f,0,0,0,t
19340,f,0,0,0,t
19341,f,0,0,0,t
19342,f,0,0,0,t
19343,f,0,0,0,t
19344,f,0,0,0,t
19345,f,0,0,0,t
19346,f,0,0,0,t
19347,f,0,0,0,t
19348,f,0,0,0,t
19349,f,0,0,0,t
19350,f,0,0,0,t
19351,f,0,0,0,t
19352,f,0,0,0,t
19453,f,0,0,0,t
19454,f,0,0,0,t
19455,f,0,0,0,t
19456,f,0,0,0,t
19457,f,0,0,0,t
19458,f,0,0,0,t
19459,f,0,0,0,t
19460,f,0,0,0,t
19461,f,0,0,0,t
19462,f,0,0,0,t
19463,t,0.0,0.0,0.0,t
19464,f,0,0,0,t
19465,f,0,0,0,t
19466,f,0,0,0,t
19467,f,0,0,0,t
19468,f,0,0,0,t
19469,f,0,0,0,t
19470,f,0,0,0,t
19471,f,0,0,0,t
19472,f,0,0,0,t
19473,f,0,0,0,t
19474,f,0,0,0,t
19475,f,0,0,0,t
19476,f,0,0,0,t
19477,f,0,0,0,t
19478,f,0,0,0,t
19479,f,0,0,0,t
19480,f,0,0,0,t
19481,f,0,0,0,t
19482,f,0,0,0,t
19483,f,0,0,0,t
19484,f,0,0,0,t
19485,f,0,0,0,t
19486,f,0,0,0,t
19487,f,0,0,0,t
19488,f,0,0,0,t
19489,f,0,0,0,t
19490,f,0,0,0,t
19491,f,0,0,0,t
19492,f,0,0,0,t
19493,f,0,0,0,t
19494,f,0,0,0,t
19495,f,0,0,0,t
19496,f,0,0,0,t
19497,f,0,0,0,t
19498,f,0,0,0,t
19499,f,0,0,0,t
19500,f,0,0,0,t
19501,f,0,0,0,t
19502,t,0.0,0.0,0.0,t
19503,f,0,0,0,t
19504,f,0,0,0,t
19505,f,0,0,0,t
19506,f,0,0,0,t
19507,f,0,0,0,t
19508,f,0,0,0,t
19509,f,0,0,0,t
19510,f,0,0,0,t
19511,f,0,0,0,t
19512,f,0,0,0,t
19513,f,0,0,0,t
19514,f,0,0,0,t
19515,f,0,0,0,t
19516,f,0,0,0,t
19517,f,0,0,0,t
19518,f,0,0,0,t
19519,f,0,0,0,t
19520,f,0,0,0,t
19521,f,0,0,0,t
19522,f,0,0,0,t
19523,f,0,0,0,t
19524,f,0,0,0,t
19525,f,0,0,0,t
19526,f,0,0,0,t
19527,f,0,0,0,t
19528,f,0,0,0,t
19529,f,0,0,0,t
19530,f,0,0,0,t
19531,f,0,0,0,t
19532,f,0,0,0,t
19533,f,0,0,0,t
19534,f,0,0,0,t
19535,f,0,0,0,t
19536,f,0,0,0,t
19537,f,0,0,0,t
19538,f,0,0,0,t
19539,f,0,0,0,t
19540,f,0,0,0,t
19541,f,0,0,0,t
19542,f,0,0,0,t
19543,f,0,0,0,t
19544,f,0,0,0,t
19545,f,0,0,0,t
19546,f,0,0,0,t
19547,f,0,0,0,t
19548,f,0,0,0,t
19549,f,0,0,0,t
19550,f,0,0,0,t
19551,f,0,0,0,t
19552,f,0,0,0,t
20053,f,0,0,0,t
20054,f,0,0,0,t
20055,f,0,0,0,t
20056,f,0,0,0,t
20057,f,0,0,0,t
20058,f,0,0,0,t
20059,f,0,0,0,t
20060,f,0,0,0,t
20061,f,0,0,0,t
20062,t,0.0,0.0,0.0,t
20063,t,0.0,0.1,0.0,t
20064,t,0.0,0.1,0.0,t
20065,f,0,0,0,t
20066,f,0,0,0,t
20067,f,0,0,0,t
20068,f,0,0,0,t
20069,f,0,0,0,t
20070,f,0,0,0,t
20071,f,0,0,0,t
20072,f,0,0,0,t
20073,f,0,0,0,t
20074,f,0,0,0,t
20075,f,0,0,0,t
20076,f,0,0,0,t
20077,f,0,0,0,t
20078,f,0,0,0,t
20079,f,0,0,0,t
20080,f,0,0,0,t
20081,f,0,0,0,t
20082,f,0,0,0,t
20083,f,0,0,0,t
20084,f,0,0,0,t
20085,f,0,0,0,t
20086,f,0,0,0,t
20087,f,0,0,0,t
20088,f,0,0,0,t
20089,f,0,0,0,t
20090,f,0,0,0,t
20091,t,0.0,0.2,0.0,t
20092,f,0,0,0,t
20093,f,0,0,0,t
20094,f,0,0,0,t
20095,f,0,0,0,t
20096,f,0,0,0,t
20097,f,0,0,0,t
20098,f,0,0,0,t
20099,f,0,0,0,t
20100,f,0,0,0,t
20101,f,0,0,0,t
20102,f,0,0,0,t
20103,f,0,0,0,t
20104,f,0,0,0,t
20105,f,0,0,0,t
20106,f,0,0,0,t
20107,t,0.0,0.0,0.0,t
20108,f,0,0,0,t
20109,f,0,0,0,t
20110,f,0,0,0,t
20111,f,0,0,0,t
20112,f,0,0,0,t
20113,t,0.1,0.1,0.0,t
20114,t,0.0,0.1,0.0,t
20115,f,0,0,0,t
20116,f,0,0,0,t
20117,f,0,0,0,t
20118,t,0.0,0.1,0.0,t
20119,t,0.0,0.1,0.0,t
20120,f,0,0,0,t
20121,f,0,0,0,t
20122,f,0,0,0,t
20123,f,0,0,0,t
20124,f,0,0,0,t
20125,f,0,0,0,t
20126,f,0,0,0,t
20127,f,0,0,0,t
20128,f,0,0,0,t
20129,t,0.0,0.0,0.0,t
20130,f,0,0,0,t
20131,f,0,0,0,t
20132,t,0.1,0.1,0.0,t
20133,f,0,0,0,t
20134,f,0,0,0,t
20135,f,0,0,0,t
20136,f,0,0,0,t
20137,t,0.1,0.1,0.0,t
20138,t,0.0,0.0,0.0,t
20139,t,0.0,0.1,0.0,t
20140,t,0.0,0.1,0.0,t
20141,t,0.0,0.1,0.0,t
20142,f,0,0,0,t
20143,f,0,0,0,t
20144,f,0,0,0,t
20145,f,0,0,0,t
20146,f,0,0,0,t
20147,t,0.0,0.0,0.0,t
20148,t,0.1,0.1,0.0,t
20149,t,0.0,0.1,0.0,t
20150,f,0,0,0,t
20151,f,0,0,0,t
20152,f,0,0,0,t
20253,t,0.0,0.0,0.0,t
20254,f,0,0,0,t
20255,t,0.1,0.1,0.0,t
20256,t,0.0,0.1,0.0,t
20257,t,0.0,0.1,0.0,t
17810,f,0,0,0,t
17811,f,0,0,0,t
17812,f,0,0,0,t
17813,f,0,0,0,t
17814,f,0,0,0,t
17815,f,0,0,0,t
17816,f,0,0,0,t
17817,f,0,0,0,t
17818,f,0,0,0,t
17819,f,0,0,0,t
17820,f,0,0,0,t
17821,f,0,0,0,t
17822,f,0,0,0,t
17823,f,0,0,0,t
17824,f,0,0,0,t
17825,f,0,0,0,t
17826,f,0,0,0,t
17827,f,0,0,0,t
17828,f,0,0,0,t
17829,f,0,0,0,t
17830,f,0,0,0,t
17831,f,0,0,0,t
17832,f,0,0,0,t
17833,f,0,0,0,t
17834,f,0,0,0,t
17835,f,0,0,0,t
17836,f,0,0,0,t
17837,f,0,0,0,t
17838,f,0,0,0,t
17839,f,0,0,0,t
17840,f,0,0,0,t
17841,f,0,0,0,t
17842,f,0,0,0,t
17843,f,0,0,0,t
17844,f,0,0,0,t
17845,f,0,0,0,t
17846,f,0,0,0,t
17847,f,0,0,0,t
17848,f,0,0,0,t
17849,f,0,0,0,t
17850,f,0,0,0,t
17851,f,0,0,0,t
17852,f,0,0,0,t
17853,f,0,0,0,t
17854,f,0,0,0,t
17855,f,0,0,0,t
17856,f,0,0,0,t
17857,f,0,0,0,t
17858,f,0,0,0,t
17859,f,0,0,0,t
17860,f,0,0,0,t
17861,f,0,0,0,t
17862,f,0,0,0,t
17863,f,0,0,0,t
17864,f,0,0,0,t
17865,f,0,0,0,t
17866,f,0,0,0,t
17867,f,0,0,0,t
17868,f,0,0,0,t
17869,f,0,0,0,t
17870,f,0,0,0,t
17871,f,0,0,0,t
17872,f,0,0,0,t
17873,f,0,0,0,t
17874,f,0,0,0,t
17875,f,0,0,0,t
17876,f,0,0,0,t
17877,f,0,0,0,t
17878,f,0,0,0,t
17879,f,0,0,0,t
17880,f,0,0,0,t
17881,f,0,0,0,t
17882,f,0,0,0,t
17883,f,0,0,0,t
17884,f,0,0,0,t
17885,f,0,0,0,t
17886,f,0,0,0,t
17887,f,0,0,0,t
17888,f,0,0,0,t
17889,f,0,0,0,t
17890,f,0,0,0,t
17891,f,0,0,0,t
17892,f,0,0,0,t
17893,f,0,0,0,t
17894,f,0,0,0,t
17895,f,0,0,0,t
17896,f,0,0,0,t
17897,f,0,0,0,t
17898,f,0,0,0,t
17899,f,0,0,0,t
17900,f,0,0,0,t
17901,f,0,0,0,t
17902,f,0,0,0,t
17903,f,0,0,0,t
17904,f,0,0,0,t
17905,f,0,0,0,t
17906,f,0,0,0,t
17907,f,0,0,0,t
17908,f,0,0,0,t
17909,f,0,0,0,t
19653,f,0,0,0,t
19654,f,0,0,0,t
19655,f,0,0,0,t
19656,t,0.0,0.0,0.0,t
19657,f,0,0,0,t
19658,f,0,0,0,t
19659,f,0,0,0,t
19660,f,0,0,0,t
19661,f,0,0,0,t
19662,f,0,0,0,t
19673,f,0,0,0,t
19674,f,0,0,0,t
19675,f,0,0,0,t
19676,f,0,0,0,t
19677,f,0,0,0,t
19678,f,0,0,0,t
19679,f,0,0,0,t
19680,f,0,0,0,t
19681,f,0,0,0,t
19682,f,0,0,0,t
19683,f,0,0,0,t
19684,f,0,0,0,t
19685,f,0,0,0,t
19686,f,0,0,0,t
19687,f,0,0,0,t
11754,t,0.1,0.2,0.0,t
11755,f,0,0,0,t
11756,f,0,0,0,t
11757,f,0,0,0,t
11758,f,0,0,0,t
11759,t,0.0,0.1,0.0,t
11760,t,0.0,0.0,0.0,t
11761,f,0,0,0,t
11762,t,0.0,0.1,0.0,t
11763,f,0,0,0,t
11779,f,0,0,0,t
11780,t,0.0,0.0,0.0,t
11781,f,0,0,0,t
11782,f,0,0,0,t
11783,f,0,0,0,t
11784,f,0,0,0,t
11785,f,0,0,0,t
11786,t,0.0,0.1,0.0,t
11787,f,0,0,0,t
11788,f,0,0,0,t
11789,f,0,0,0,t
11790,f,0,0,0,t
11791,f,0,0,0,t
11792,t,0.0,0.0,0.0,t
11793,f,0,0,0,t
12294,f,0,0,0,t
12295,f,0,0,0,t
12296,f,0,0,0,t
12297,f,0,0,0,t
12298,f,0,0,0,t
12299,f,0,0,0,t
12300,f,0,0,0,t
12301,f,0,0,0,t
12302,f,0,0,0,t
12303,f,0,0,0,t
12304,f,0,0,0,t
12305,f,0,0,0,t
12306,f,0,0,0,t
12307,f,0,0,0,t
12308,f,0,0,0,t
12309,f,0,0,0,t
12310,f,0,0,0,t
12311,f,0,0,0,t
12312,f,0,0,0,t
12313,f,0,0,0,t
12314,f,0,0,0,t
12315,f,0,0,0,t
12316,f,0,0,0,t
12317,f,0,0,0,t
12318,f,0,0,0,t
12319,f,0,0,0,t
12320,f,0,0,0,t
12321,t,0.0,0.0,0.0,t
12322,t,0.0,0.2,0.0,t
12323,t,0.0,0.2,0.0,t
12324,f,0,0,0,t
12325,f,0,0,0,t
12326,f,0,0,0,t
12327,f,0,0,0,t
12328,f,0,0,0,t
12329,f,0,0,0,t
12330,f,0,0,0,t
12331,f,0,0,0,t
12332,f,0,0,0,t
12333,f,0,0,0,t
12334,t,0.0,0.1,0.0,t
12335,t,0.0,0.1,0.0,t
12336,f,0,0,0,t
12337,f,0,0,0,t
12338,f,0,0,0,t
12339,f,0,0,0,t
12340,f,0,0,0,t
12341,f,0,0,0,t
12342,f,0,0,0,t
12343,f,0,0,0,t
12344,f,0,0,0,t
12345,f,0,0,0,t
12346,f,0,0,0,t
12347,f,0,0,0,t
12348,f,0,0,0,t
12349,f,0,0,0,t
12350,f,0,0,0,t
12351,f,0,0,0,t
12352,f,0,0,0,t
12353,f,0,0,0,t
12354,f,0,0,0,t
12355,t,0.0,0.0,0.0,t
12356,t,0.0,0.2,0.1,t
12357,f,0,0,0,t
12358,f,0,0,0,t
12359,t,0.0,0.1,0.0,t
12360,f,0,0,0,t
12361,f,0,0,0,t
12362,f,0,0,0,t
12363,t,0.0,0.1,0.0,t
12364,t,0.0,0.1,0.0,t
12365,f,0,0,0,t
12366,f,0,0,0,t
12367,f,0,0,0,t
12368,f,0,0,0,t
12369,f,0,0,0,t
12370,f,0,0,0,t
12371,f,0,0,0,t
12372,f,0,0,0,t
12373,f,0,0,0,t
12374,f,0,0,0,t
12375,f,0,0,0,t
12376,f,0,0,0,t
12377,f,0,0,0,t
12378,f,0,0,0,t
12379,f,0,0,0,t
12380,f,0,0,0,t
12381,f,0,0,0,t
12382,f,0,0,0,t
12383,f,0,0,0,t
12384,f,0,0,0,t
12385,f,0,0,0,t
12386,f,0,0,0,t
12387,f,0,0,0,t
12388,f,0,0,0,t
12389,f,0,0,0,t
12390,f,0,0,0,t
12391,f,0,0,0,t
12392,f,0,0,0,t
12393,t,0.0,0.1,0.0,t
11654,f,0,0,0,t
11655,f,0,0,0,t
11656,f,0,0,0,t
11657,f,0,0,0,t
11658,f,0,0,0,t
11659,f,0,0,0,t
11660,f,0,0,0,t
11661,f,0,0,0,t
11662,f,0,0,0,t
11663,f,0,0,0,t
11679,f,0,0,0,t
11680,f,0,0,0,t
11681,f,0,0,0,t
11682,f,0,0,0,t
11683,f,0,0,0,t
11684,f,0,0,0,t
11685,f,0,0,0,t
11686,f,0,0,0,t
11687,f,0,0,0,t
11688,f,0,0,0,t
11689,f,0,0,0,t
11690,f,0,0,0,t
11691,t,0.1,0.0,0.0,t
11692,f,0,0,0,t
11693,f,0,0,0,t
12194,f,0,0,0,t
12195,f,0,0,0,t
12196,f,0,0,0,t
12197,t,0.0,0.0,0.0,t
12198,f,0,0,0,t
12199,f,0,0,0,t
12200,f,0,0,0,t
12201,f,0,0,0,t
12202,f,0,0,0,t
12203,f,0,0,0,t
12204,f,0,0,0,t
12205,f,0,0,0,t
12206,f,0,0,0,t
12207,f,0,0,0,t
12208,f,0,0,0,t
12209,f,0,0,0,t
12210,f,0,0,0,t
12211,t,0.0,0.1,0.0,t
12212,f,0,0,0,t
12213,f,0,0,0,t
12214,f,0,0,0,t
12215,f,0,0,0,t
12216,f,0,0,0,t
12217,f,0,0,0,t
12218,t,0.0,0.1,0.0,t
12219,t,0.0,0.1,0.0,t
12220,f,0,0,0,t
12221,f,0,0,0,t
12222,t,0.0,0.0,0.0,t
12223,f,0,0,0,t
12224,f,0,0,0,t
12225,f,0,0,0,t
12226,f,0,0,0,t
12227,f,0,0,0,t
12228,f,0,0,0,t
12229,f,0,0,0,t
12230,f,0,0,0,t
12231,f,0,0,0,t
12232,f,0,0,0,t
12233,f,0,0,0,t
12234,f,0,0,0,t
12235,f,0,0,0,t
12236,f,0,0,0,t
12237,f,0,0,0,t
12238,f,0,0,0,t
12239,f,0,0,0,t
12240,f,0,0,0,t
12241,f,0,0,0,t
12242,f,0,0,0,t
12243,f,0,0,0,t
12244,t,0.0,0.1,0.0,t
12245,f,0,0,0,t
12246,f,0,0,0,t
12247,f,0,0,0,t
12248,f,0,0,0,t
12249,f,0,0,0,t
12250,f,0,0,0,t
12251,t,0.0,0.1,0.0,t
12252,f,0,0,0,t
12253,f,0,0,0,t
12254,f,0,0,0,t
12255,f,0,0,0,t
12256,f,0,0,0,t
12257,f,0,0,0,t
12258,f,0,0,0,t
12259,f,0,0,0,t
12260,f,0,0,0,t
12261,f,0,0,0,t
12262,f,0,0,0,t
12263,f,0,0,0,t
12264,f,0,0,0,t
12265,f,0,0,0,t
12266,f,0,0,0,t
12267,f,0,0,0,t
12268,f,0,0,0,t
12269,f,0,0,0,t
12270,f,0,0,0,t
12271,f,0,0,0,t
12272,f,0,0,0,t
12273,f,0,0,0,t
12274,f,0,0,0,t
12275,f,0,0,0,t
12276,f,0,0,0,t
12277,f,0,0,0,t
12278,f,0,0,0,t
12279,f,0,0,0,t
12280,f,0,0,0,t
12281,f,0,0,0,t
12282,f,0,0,0,t
12283,f,0,0,0,t
12284,f,0,0,0,t
12285,f,0,0,0,t
12286,f,0,0,0,t
12287,f,0,0,0,t
12288,f,0,0,0,t
12289,f,0,0,0,t
12290,f,0,0,0,t
12291,f,0,0,0,t
12292,f,0,0,0,t
12293,f,0,0,0,t
