id,val,dem,slp,dist,st_asewkt
29,82,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0111536403113 44.4852339047699,-95.9627581857808 44.4852291737032,-95.962777141441 44.4507620721646,-96.0111479632346 44.4507668004767,-96.0111536403113 44.4852339047699))"
30,81,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.011159323173 44.5197035440463,-95.9627392108045 44.5196988102197,-95.9627581857808 44.4852291737032,-96.0111536403113 44.4852339047699,-96.011159323173 44.5197035440463))"
31,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0111650118286 44.5541757355517,-95.9627202164826 44.5541709989601,-95.9627392108045 44.5196988102197,-96.011159323173 44.5197035440463,-96.0111650118286 44.5541757355517))"
32,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0111707062869 44.5886504965717,-95.9627012027855 44.5886457572099,-95.9627202164826 44.5541709989601,-96.0111650118286 44.5541757355517,-96.0111707062869 44.5886504965717))"
33,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0111764065568 44.6231278444318,-95.9626821696835 44.6231231022945,-95.9627012027855 44.5886457572099,-96.0111707062869 44.5886504965717,-96.0111764065568 44.6231278444318))"
34,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0111821126473 44.6576077964973,-95.9626631171468 44.6576030515795,-95.9626821696835 44.6231231022945,-96.0111764065568 44.6231278444318,-96.0111821126473 44.6576077964973))"
35,82,0.4,0.1,0.1,"SRID=4326;POLYGON((-96.0111878245672 44.692090370174,-95.9626440451458 44.6920856224702,-95.9626631171468 44.6576030515795,-96.0111821126473 44.6576077964973,-96.0111878245672 44.692090370174))"
36,82,0.4,0.1,0.1,"SRID=4326;POLYGON((-96.0111935423255 44.7265755829078,-95.9626249536505 44.7265708324129,-95.9626440451458 44.6920856224702,-96.0111878245672 44.692090370174,-96.0111935423255 44.7265755829078))"
37,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0111992659311 44.7610634521852,-95.962605842631 44.7610586988939,-95.9626249536505 44.7265708324129,-96.0111935423255 44.7265755829078,-96.0111992659311 44.7610634521852))"
38,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.011204995393 44.7955539955336,-95.9625867120575 44.7955492394407,-95.962605842631 44.7610586988939,-96.0111992659311 44.7610634521852,-96.011204995393 44.7955539955336))"
39,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112107307202 44.8300472305212,-95.9625675618998 44.8300424716213,-95.9625867120575 44.7955492394407,-96.011204995393 44.7955539955336,-96.0112107307202 44.8300472305212))"
40,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112164719218 44.8645431747574,-95.9625483921279 44.8645384130452,-95.9625675618998 44.8300424716213,-96.0112107307202 44.8300472305212,-96.0112164719218 44.8645431747574))"
41,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112222190066 44.8990418458927,-95.9625292027116 44.8990370813628,-95.9625483921279 44.8645384130452,-96.0112164719218 44.8645431747574,-96.0112222190066 44.8990418458927))"
42,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112279719839 44.9335432616191,-95.9625099936207 44.9335384942663,-95.9625292027116 44.8990370813628,-96.0112222190066 44.8990418458927,-96.0112279719839 44.9335432616191))"
43,23,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112337308626 44.9680474396707,-95.962490764825 44.9680426694896,-95.9625099936207 44.9335384942663,-96.0112279719839 44.9335432616191,-96.0112337308626 44.9680474396707))"
44,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112394956519 45.0025543978229,-95.9624715162941 45.0025496248081,-95.962490764825 44.9680426694896,-96.0112337308626 44.9680474396707,-96.0112394956519 45.0025543978229))"
45,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112452663608 45.0370641538933,-95.9624522479976 45.0370593780395,-95.9624715162941 45.0025496248081,-96.0112394956519 45.0025543978229,-96.0112452663608 45.0370641538933))"
46,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112510429985 45.071576725742,-95.962432959905 45.0715719470438,-95.9624522479976 45.0370593780395,-96.0112452663608 45.0370641538933,-96.0112510429985 45.071576725742))"
47,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112568255741 45.1060921312713,-95.9624136519858 45.1060873497232,-95.962432959905 45.0715719470438,-96.0112510429985 45.071576725742,-96.0112568255741 45.1060921312713))"
48,81,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112626140968 45.1406103884259,-95.9623943242095 45.1406056040226,-95.9624136519858 45.1060873497232,-96.0112568255741 45.1060921312713,-96.0112626140968 45.1406103884259))"
49,81,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112684085757 45.1751315151938,-95.9623749765454 45.1751267279298,-95.9623943242095 45.1406056040226,-96.0112626140968 45.1406103884259,-96.0112684085757 45.1751315151938))"
50,95,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.01127420902 45.2096555296058,-95.9623556089628 45.2096507394755,-95.9623749765454 45.1751267279298,-96.0112684085757 45.1751315151938,-96.01127420902 45.2096555296058))"
51,21,0.3,0.0,0.0,"SRID=4326;POLYGON((-96.0112800154391 45.2441824497355,-95.9623362214308 45.2441776567337,-95.9623556089628 45.2096507394755,-96.01127420902 45.2096555296058,-96.0112800154391 45.2441824497355))"
52,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.011285827842 45.2787122937007,-95.9623168139187 45.2787074978218,-95.9623362214308 45.2441776567337,-96.0112800154391 45.2441824497355,-96.011285827842 45.2787122937007))"
53,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112916462381 45.313245079662,-95.9622973863956 45.3132402809005,-95.9623168139187 45.2787074978218,-96.011285827842 45.2787122937007,-96.0112916462381 45.313245079662))"
54,82,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0112974706366 45.3477808258243,-95.9622779388305 45.3477760241747,-95.9622973863956 45.3132402809005,-96.0112916462381 45.313245079662,-96.0112974706366 45.3477808258243))"
55,11,0.3,0.1,0.0,"SRID=4326;POLYGON((-96.0113033010468 45.3823195504362,-95.9622584711923 45.382314745893,-95.9622779388305 45.3477760241747,-96.0112974706366 45.3477808258243,-96.0113033010468 45.3823195504362))"
56,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113091374781 45.4168612717907,-95.96223898345 45.4168564643483,-95.9622584711923 45.382314745893,-96.0113033010468 45.3823195504362,-96.0113091374781 45.4168612717907))"
57,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113149799397 45.451406008225,-95.9622194755724 45.4514011978779,-95.96223898345 45.4168564643483,-96.0113091374781 45.4168612717907,-96.0113149799397 45.451406008225))"
58,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113208284411 45.485953778121,-95.9621999475283 45.4859489648637,-95.9622194755724 45.4514011978779,-96.0113149799397 45.451406008225,-96.0113208284411 45.485953778121))"
59,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113266829916 45.5205045999056,-95.9621803992864 45.5204997837323,-95.9621999475283 45.4859489648637,-96.0113208284411 45.485953778121,-96.0113266829916 45.5205045999056))"
60,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113325436005 45.5550584920501,-95.9621608308154 45.5550536729555,-95.9621803992864 45.5204997837323,-96.0113266829916 45.5205045999056,-96.0113325436005 45.5550584920501))"
61,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113384102773 45.5896154730716,-95.9621412420837 45.5896106510499,-95.9621608308154 45.5550536729555,-96.0113325436005 45.5550584920501,-96.0113384102773 45.5896154730716))"
62,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0113442830314 45.6241755615323,-95.9621216330601 45.624170736578,-95.9621412420837 45.5896106510499,-96.0113384102773 45.5896154730716,-96.0113442830314 45.6241755615323))"
63,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113501618723 45.6587387760402,-95.9621020037128 45.6587339481476,-95.9621216330601 45.624170736578,-96.0113442830314 45.6241755615323,-96.0113501618723 45.6587387760402))"
64,95,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0113560468094 45.6933051352489,-95.9620823540104 45.6933003044122,-95.9621020037128 45.6587339481476,-96.0113501618723 45.6587387760402,-96.0113560468094 45.6933051352489))"
65,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113619378523 45.7278746578582,-95.962062683921 45.7278698240719,-95.9620823540104 45.6933003044122,-96.0113560468094 45.6933051352489,-96.0113619378523 45.7278746578582))"
66,21,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113678350103 45.7624473626142,-95.962042993413 45.7624425258725,-95.962062683921 45.7278698240719,-96.0113619378523 45.7278746578582,-96.0113678350103 45.7624473626142))"
67,11,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0113737382932 45.7970232683091,-95.9620232824546 45.7970184286064,-95.962042993413 45.7624425258725,-96.0113678350103 45.7624473626142,-96.0113737382932 45.7970232683091))"
68,11,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0113796477103 45.8316023937823,-95.9620035510139 45.8315975511128,-95.9620232824546 45.7970184286064,-96.0113737382932 45.7970232683091,-96.0113796477103 45.8316023937823))"
69,11,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113855632713 45.8661847579196,-95.9619837990589 45.8661799122776,-95.9620035510139 45.8315975511128,-96.0113796477103 45.8316023937823,-96.0113855632713 45.8661847579196))"
70,95,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113914849857 45.9007703796542,-95.9619640265576 45.9007655310339,-95.9619837990589 45.8661799122776,-96.0113855632713 45.8661847579196,-96.0113914849857 45.9007703796542))"
71,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0113974128632 45.9353592779664,-95.961944233478 45.9353544263621,-95.9619640265576 45.9007655310339,-96.0113914849857 45.9007703796542,-96.0113974128632 45.9353592779664))"
72,95,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0114033469134 45.9699514718842,-95.9619244197879 45.9699466172901,-95.961944233478 45.9353544263621,-96.0113974128632 45.9353592779664,-96.0114033469134 45.9699514718842))"
73,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0114092871459 46.0045469804833,-95.9619045854551 46.0045421228937,-95.9619244197879 45.9699466172901,-96.0114033469134 45.9699514718842,-96.0114092871459 46.0045469804833))"
74,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0114152335704 46.0391458228873,-95.9618847304473 46.0391409622963,-95.9619045854551 46.0045421228937,-96.0114092871459 46.0045469804833,-96.0114152335704 46.0391458228873))"
75,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0114211861966 46.0737480182681,-95.9618648547322 46.0737431546699,-95.9618847304473 46.0391409622963,-96.0114152335704 46.0391458228873,-96.0114211861966 46.0737480182681))"
76,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0114271450342 46.1083535858458,-95.9618449582774 46.1083487192345,-95.9618648547322 46.0737431546699,-96.0114211861966 46.0737480182681,-96.0114271450342 46.1083535858458))"
77,21,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0114331100929 46.1429625448895,-95.9618250410504 46.1429576752592,-95.9618449582774 46.1083487192345,-96.0114271450342 46.1083535858458,-96.0114331100929 46.1429625448895))"
78,82,0.4,0.2,0.0,"SRID=4326;POLYGON((-96.0114390813825 46.1775749147166,-95.9618051030186 46.1775700420615,-95.9618250410504 46.1429576752592,-96.0114331100929 46.1429625448895,-96.0114390813825 46.1775749147166))"
79,82,0.4,0.2,0.0,"SRID=4326;POLYGON((-96.0114450589127 46.2121907146941,-95.9617851441495 46.2121858390083,-95.9618051030186 46.1775700420615,-96.0114390813825 46.1775749147166,-96.0114450589127 46.2121907146941))"
80,82,0.5,0.3,0.0,"SRID=4326;POLYGON((-96.0114510426934 46.2468099642381,-95.9617651644103 46.2468050855157,-95.9617851441495 46.2121858390083,-96.0114450589127 46.2121907146941,-96.0114510426934 46.2468099642381))"
81,22,0.5,0.2,0.0,"SRID=4326;POLYGON((-96.0114570327342 46.2814326828142,-95.9617451637683 46.2814278010492,-95.9617651644103 46.2468050855157,-96.0114510426934 46.2468099642381,-96.0114570327342 46.2814326828142))"
82,71,0.5,0.3,0.0,"SRID=4326;POLYGON((-96.0114630290452 46.3160588899378,-95.9617251421907 46.3160540051243,-95.9617451637683 46.2814278010492,-96.0114570327342 46.2814326828142,-96.0114630290452 46.3160588899378))"
83,82,0.5,0.3,0.0,"SRID=4326;POLYGON((-96.011469031636 46.3506886051742,-95.9617050996446 46.3506837173064,-95.9617251421907 46.3160540051243,-96.0114630290452 46.3160588899378,-96.011469031636 46.3506886051742))"
84,82,0.5,0.2,0.1,"SRID=4326;POLYGON((-96.0114750405166 46.3853218481392,-95.961685036097 46.3853169572109,-95.9617050996446 46.3506837173064,-96.011469031636 46.3506886051742,-96.0114750405166 46.3853218481392))"
85,82,0.5,0.3,0.1,"SRID=4326;POLYGON((-96.0114810556969 46.4199586384987,-95.9616649515149 46.4199537445039,-95.961685036097 46.3853169572109,-96.0114750405166 46.3853218481392,-96.0114810556969 46.4199586384987))"
86,11,0.5,0.3,0.1,"SRID=4326;POLYGON((-96.0114870771868 46.4545989959694,-95.9616448458653 46.4545940989023,-95.9616649515149 46.4199537445039,-96.0114810556969 46.4199586384987,-96.0114870771868 46.4545989959694))"
87,41,0.6,0.4,0.1,"SRID=4326;POLYGON((-96.0114931049962 46.4892429403191,-95.9616247191149 46.4892380401736,-95.9616448458653 46.4545940989023,-96.0114870771868 46.4545989959694,-96.0114931049962 46.4892429403191))"
88,41,0.6,0.4,0.0,"SRID=4326;POLYGON((-96.0114991391351 46.5238904913666,-95.9616045712304 46.5238855881366,-95.9616247191149 46.4892380401736,-96.0114931049962 46.4892429403191,-96.0114991391351 46.5238904913666))"
89,41,0.5,0.3,0.0,"SRID=4326;POLYGON((-96.0115051796134 46.5585416689821,-95.9615844021787 46.5585367626616,-95.9616045712304 46.5238855881366,-96.0114991391351 46.5238904913666,-96.0115051796134 46.5585416689821))"
90,81,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0115112264411 46.5931964930874,-95.9615642119263 46.5931915836703,-95.9615844021787 46.5585367626616,-96.0115051796134 46.5585416689821,-96.0115112264411 46.5931964930874))"
91,82,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0115172796284 46.6278549836563,-95.9615440004398 46.6278500711364,-95.9615642119263 46.5931915836703,-96.0115112264411 46.5931964930874,-96.0115172796284 46.6278549836563))"
92,82,0.5,0.2,0.0,"SRID=4326;POLYGON((-96.0115233391851 46.6625171607145,-95.9615237676857 46.6625122450859,-95.9615440004398 46.6278500711364,-96.0115172796284 46.6278549836563,-96.0115233391851 46.6625171607145))"
93,21,0.5,0.3,0.0,"SRID=4326;POLYGON((-96.0115294051213 46.6971830443404,-95.9615035136304 46.6971781255968,-95.9615237676857 46.6625122450859,-96.0115233391851 46.6625171607145,-96.0115294051213 46.6971830443404))"
94,11,0.5,0.2,0.0,"SRID=4326;POLYGON((-96.0115354774472 46.7318526546646,-95.9614832382401 46.7318477327999,-95.9615035136304 46.6971781255968,-96.0115294051213 46.6971830443404,-96.0115354774472 46.7318526546646))"
95,22,0.5,0.2,0.0,"SRID=4326;POLYGON((-96.0115415561729 46.7665260118709,-95.9614629414813 46.766521086879,-95.9614832382401 46.7318477327999,-96.0115354774472 46.7318526546646,-96.0115415561729 46.7665260118709))"
96,11,0.6,0.2,0.0,"SRID=4326;POLYGON((-96.0115476413084 46.8012031361958,-95.9614426233201 46.8011982080705,-95.9614629414813 46.766521086879,-96.0115415561729 46.7665260118709,-96.0115476413084 46.8012031361958))"
97,21,0.6,0.2,0.0,"SRID=4326;POLYGON((-96.0115537328638 46.8358840479296,-95.9614222837226 46.8358791166647,-95.9614426233201 46.8011982080705,-96.0115476413084 46.8012031361958,-96.0115537328638 46.8358840479296))"
98,82,0.5,0.2,0.0,"SRID=4326;POLYGON((-96.0115598308495 46.8705687674158,-95.9614019226549 46.870563833005,-95.9614222837226 46.8358791166647,-96.0115537328638 46.8358840479296,-96.0115598308495 46.8705687674158))"
99,11,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0115659352755 46.9052573150519,-95.9613815400829 46.9052523774891,-95.9614019226549 46.870563833005,-96.0115598308495 46.8705687674158,-96.0115659352755 46.9052573150519))"
100,82,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0115720461521 46.9399497112895,-95.9613611359727 46.9399447705684,-95.9613815400829 46.9052523774891,-96.0115659352755 46.9052573150519,-96.0115720461521 46.9399497112895))"
101,82,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0115781634895 46.9746459766344,-95.96134071029 46.9746410327488,-95.9613611359727 46.9399447705684,-96.0115720461521 46.9399497112895,-96.0115781634895 46.9746459766344))"
102,82,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.0115842872979 47.0093461316473,-95.9613202630005 47.0093411845909,-95.96134071029 46.9746410327488,-96.0115781634895 46.9746459766344,-96.0115842872979 47.0093461316473))"
103,82,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.0115904175876 47.0440501969434,-95.9612997940701 47.0440452467098,-95.9613202630005 47.0093411845909,-96.0115842872979 47.0093461316473,-96.0115904175876 47.0440501969434))"
104,82,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.011596554369 47.0787581931932,-95.9612793034643 47.0787532397762,-95.9612997940701 47.0440452467098,-96.0115904175876 47.0440501969434,-96.011596554369 47.0787581931932))"
105,21,0.5,0.1,0.0,"SRID=4326;POLYGON((-96.0116026976522 47.1134701411226,-95.9612587911487 47.1134651845158,-95.9612793034643 47.0787532397762,-96.011596554369 47.0787581931932,-96.0116026976522 47.1134701411226))"
106,82,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.0116088474478 47.1481860615129,-95.9612382570888 47.1481811017099,-95.9612587911487 47.1134651845158,-96.0116026976522 47.1134701411226,-96.0116088474478 47.1481860615129))"
107,95,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.0116150037659 47.1829059752016,-95.9612177012498 47.1829010121961,-95.9612382570888 47.1481811017099,-96.0116088474478 47.1481860615129,-96.0116150037659 47.1829059752016))"
108,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116211666171 47.2176299030821,-95.9611971235973 47.2176249368676,-95.9612177012498 47.1829010121961,-96.0116150037659 47.1829059752016,-96.0116211666171 47.2176299030821))"
109,41,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0116273360117 47.2523578661042,-95.9611765240965 47.2523528966744,-95.9611971235973 47.2176249368676,-96.0116211666171 47.2176299030821,-96.0116273360117 47.2523578661042))"
110,81,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116335119601 47.2870898852746,-95.9611559027125 47.2870849126231,-95.9611765240965 47.2523528966744,-96.0116273360117 47.2523578661042,-96.0116335119601 47.2870898852746))"
111,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0116396944729 47.3218259816568,-95.9611352594104 47.3218210057771,-95.9611559027125 47.2870849126231,-96.0116335119601 47.2870898852746,-96.0116396944729 47.3218259816568))"
112,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116458835604 47.3565661763716,-95.9611145941553 47.3565611972572,-95.9611352594104 47.3218210057771,-96.0116396944729 47.3218259816568,-96.0116458835604 47.3565661763716))"
113,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116520792331 47.391310490597,-95.9610939069122 47.3913055082415,-95.9611145941553 47.3565611972572,-96.0116458835604 47.3565661763716,-96.0116520792331 47.391310490597))"
114,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116582815016 47.4260589455692,-95.9610731976459 47.4260539599661,-95.9610939069122 47.3913055082415,-96.0116520792331 47.391310490597,-96.0116582815016 47.4260589455692))"
115,82,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116644903765 47.4608115625821,-95.9610524663212 47.4608065737248,-95.9610731976459 47.4260539599661,-96.0116582815016 47.4260589455692,-96.0116644903765 47.4608115625821))"
116,81,0.4,0.0,0.0,"SRID=4326;POLYGON((-96.0116707058682 47.4955683629879,-95.961031712903 47.4955633708699,-95.9610524663212 47.4608065737248,-96.0116644903765 47.4608115625821,-96.0116707058682 47.4955683629879))"
117,82,0.4,0.1,0.0,"SRID=4326;POLYGON((-96.0116769279873 47.5303293681977,-95.9610109373558 47.5303243728123,-95.961031712903 47.4955633708699,-96.0116707058682 47.4955683629879,-96.0116769279873 47.5303293681977))"
118,82,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.0116831567445 47.565094599681,-95.9609901396442 47.5650896010219,-95.9610109373558 47.5303243728123,-96.0116769279873 47.5303293681977,-96.0116831567445 47.565094599681))"
119,82,0.5,0.0,0.0,"SRID=4326;POLYGON((-96.0116893921504 47.5998640789667,-95.9609693197328 47.5998590770272,-95.9609901396442 47.5650896010219,-96.0116831567445 47.565094599681,-96.0116893921504 47.5998640789667))"
